OID_,origin,TRANS_TOT4,POP40,IsDisadv,DISPOP40,origin_num
,1.000000000000000,"63,175.151250700001000","4,707.000000000000000",1,"4,707.000000000000000",1
,10.000000000000000,"66,244.517930200003000","1,064.000000000000000",0,0.000000000000000,10
,100.000000000000000,"132,140.664782999990000","3,730.000000000000000",1,"3,730.000000000000000",100
,"1,000.000000000000000","1,079.073244470000000","1,137.000000000000000",0,0.000000000000000,"1,000"
,"1,001.000000000000000","1,743.854335490000000","1,364.000000000000000",0,0.000000000000000,"1,001"
,"1,002.000000000000000","7,632.660180650000300","2,875.000000000000000",0,0.000000000000000,"1,002"
,"1,003.000000000000000","9,818.746251320000700","2,035.000000000000000",0,0.000000000000000,"1,003"
,"1,004.000000000000000","2,349.835794350000000","1,539.000000000000000",0,0.000000000000000,"1,004"
,"1,005.000000000000000",942.479558827999990,998.000000000000000,0,0.000000000000000,"1,005"
,"1,006.000000000000000",783.014681016000050,"1,686.000000000000000",0,0.000000000000000,"1,006"
,"1,007.000000000000000","3,218.683961079999800","1,897.000000000000000",0,0.000000000000000,"1,007"
,"1,008.000000000000000","3,790.165141040000000","3,014.000000000000000",0,0.000000000000000,"1,008"
,"1,009.000000000000000","1,391.721230540000100","2,311.000000000000000",0,0.000000000000000,"1,009"
,101.000000000000000,"162,679.960919000000000","1,579.000000000000000",1,"1,579.000000000000000",101
,"1,010.000000000000000","6,382.846370710000000","1,521.000000000000000",1,"1,521.000000000000000","1,010"
,"1,011.000000000000000","9,936.865777240000200","1,645.000000000000000",1,"1,645.000000000000000","1,011"
,"1,012.000000000000000","2,441.655123030000100","3,064.000000000000000",0,0.000000000000000,"1,012"
,"1,013.000000000000000","12,841.404532000000000","1,503.000000000000000",0,0.000000000000000,"1,013"
,"1,014.000000000000000","8,047.928840900000100","2,993.000000000000000",0,0.000000000000000,"1,014"
,"1,015.000000000000000","10,691.269464900000000","1,502.000000000000000",1,"1,502.000000000000000","1,015"
,"1,016.000000000000000","3,586.084112749999800",827.000000000000000,0,0.000000000000000,"1,016"
,"1,017.000000000000000","8,068.045431939999600","1,579.000000000000000",0,0.000000000000000,"1,017"
,"1,018.000000000000000","3,720.647737119999900","1,207.000000000000000",0,0.000000000000000,"1,018"
,"1,019.000000000000000","3,141.343664770000000","1,827.000000000000000",0,0.000000000000000,"1,019"
,102.000000000000000,"82,760.616284300006000","1,758.000000000000000",1,"1,758.000000000000000",102
,"1,020.000000000000000",914.430715749999990,"1,369.000000000000000",0,0.000000000000000,"1,020"
,"1,021.000000000000000",714.000000000000000,"1,386.000000000000000",0,0.000000000000000,"1,021"
,"1,022.000000000000000","1,472.485587590000000","1,129.000000000000000",0,0.000000000000000,"1,022"
,"1,023.000000000000000","1,407.000000000000000","2,543.000000000000000",0,0.000000000000000,"1,023"
,"1,024.000000000000000",261.000000000000000,"2,058.000000000000000",0,0.000000000000000,"1,024"
,"1,025.000000000000000",633.078939177000050,"1,751.000000000000000",0,0.000000000000000,"1,025"
,"1,026.000000000000000",708.242721064999960,"1,200.000000000000000",0,0.000000000000000,"1,026"
,"1,027.000000000000000",791.000000000000000,"2,251.000000000000000",0,0.000000000000000,"1,027"
,"1,028.000000000000000",997.137653187999940,"1,757.000000000000000",0,0.000000000000000,"1,028"
,"1,029.000000000000000",317.252092968999990,"2,172.000000000000000",0,0.000000000000000,"1,029"
,103.000000000000000,"103,904.069217000000000","2,409.000000000000000",1,"2,409.000000000000000",103
,"1,030.000000000000000",284.501364855000020,"2,649.000000000000000",0,0.000000000000000,"1,030"
,"1,031.000000000000000",722.100591721999990,"2,043.000000000000000",0,0.000000000000000,"1,031"
,"1,032.000000000000000",979.000000000000000,"1,801.000000000000000",0,0.000000000000000,"1,032"
,"1,033.000000000000000",121.000000000000000,"1,092.000000000000000",0,0.000000000000000,"1,033"
,"1,034.000000000000000",270.492478381000010,"1,403.000000000000000",0,0.000000000000000,"1,034"
,"1,035.000000000000000",336.000000000000000,"1,966.000000000000000",0,0.000000000000000,"1,035"
,"1,036.000000000000000",672.000000000000000,"2,917.000000000000000",0,0.000000000000000,"1,036"
